review,aesthetics,cost,effectiveness,efficiency,enjoyability,general,learnability,reliability,safety,security
"Phiên bản di động thường xuyên bị lỗi, mọi thứ trở nên rất chậm khi có thêm người chơi tham gia vào trò chơi.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Điều này đã xảy ra nhiều lần và nó đã gây ra sự bực bội.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Làm gì đó đi!,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Có QUÁ nhiều quảng cáo.,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"Tôi không chắc đây có phải là vấn đề của tôi, nhưng LÀM ƠN hãy sửa chữa điều này!!",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Kể từ khi bản cập nhật được phát hành, lúc thảo luận về người phá hoại có thể là ai, luôn không có nhiều cuộc trò chuyện.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sẽ mất một vài giây để hoạt động, và thiết bị vẫn bị nóng.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Điều đó sẽ không hữu ích cho công ty của bạn.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Tôi đã thử mọi cách nhưng không có gì có vẻ hiệu quả.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Ngoài ra thì đây là một trò chơi tuyệt vời.,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
HÃY SỬA NHỮNG LỖI NÀY SỚM INNERSLOTH!!!!!!!!!!!!!!!!,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
xin hãy trả lời và cho tôi biết lý do tại sao nó lại khởi động lại 😪,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"Vì vậy, tôi đã chơi trò chơi này trong một thời gian dài.",0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Sớm thì nó biến mất vì tháng đã kết thúc và bạn thực sự rất buồn.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Ngoài ra, các hình ảnh động khi bạn mua tài sản, thực hiện giao dịch, hoặc thậm chí lắc xúc xắc mất quá nhiều thời gian.",0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Và tôi có lẽ đã quá hào phóng khi đánh giá 4 sao thay vì 3 sao.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Nhưng bản cập nhật này không phải là công việc tốt nhất của bạn, thực tế, nó lại là công việc tồi tệ nhất.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Tôi có thể phải xóa nó!,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Tôi đã mất hàng ngày cho một cấp độ và cảm thấy thất vọng rồi sau đó không chơi một thời gian... nhưng tôi vẫn thực sự thích trò chơi này.,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
Chúng tôi yêu thích việc chơi trò chơi này và đã dành hàng giờ đồng hồ cười sảng khoái.,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
"Rất may, họ đã nói rằng thay vì tạo ra một “Amomg us #2”, họ sẽ chờ đợi và cố gắng khắc phục những lỗi này.",0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Tôi biết tất cả quảng cáo ứng dụng xã hội đều giả mạo nhưng ít nhất chúng cũng gần gũi với trò chơi.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Giờ đây, việc yêu cầu chứng cứ hay bằng chứng gần như không thể.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Và một số nhiệm vụ thậm chí còn quá vô lý để xứng đáng nhận một ngôi sao!,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Tôi đã quay lại ứng dụng và nhấn vào bộ bài đó nhưng nó vẫn còn gắn giá cả.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Tôi thích là kẻ mạo danh và việc làm thành viên phi hành đoàn cũng vui như vậy.,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Subway Surfers là một trò chơi thật vui nhộn!,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Trò chơi này được thiết kế để cho phép khả năng thương lượng tốt của một người xác định khả năng của người chơi kiểm soát bảng điểm.,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Tôi thích chơi monopoly và chơi ứng dụng này rất nhiều!,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
"Nếu điều đó là sự thật, bạn sẽ không có một đống người phàn nàn về cách chơi và gian lận trong trò chơi!",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Tôi chơi nó đủ nhiều đến mức tôi có thể sẽ trả tiền cho nó.,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tôi muốn gửi lời cảm ơn đến người đã tạo ra trò chơi này vì nó thật tuyệt vời, bất kể những gì người khác nói.",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Tôi luôn tự hỏi cấp độ tiếp theo sẽ như thế nào.,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
"Phiên bản Monopoly cũ trên App Store, mà tôi đã mua từ lâu, thực sự tốt hơn khá nhiều.",0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Các lực lượng hỗ trợ có thể trúng hoặc trượt ở lúc bắt đầu.,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"Đúng, nó trông đẹp hơn, và có nhiều cách để các bạn kiếm thêm tiền từ nó, nhưng thuật toán AI mới đơn giản làm mất đi sự thú vị khi chơi.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Nó trở nên phiền phức khi tôi tham gia chỉ để mặc lên bộ da của họ.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Sẽ tốt hơn nếu trò chơi mà bạn phải trả phí để chơi, các tính năng phụ thêm vào đó nên có giá thấp hơn, chứ không phải cao hơn giá của trò chơi thực tế.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tôi thích xây dựng ngôi nhà với những chiến thắng nhưng bắt đầu một ngày mới?,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Tôi sẽ chơi và màn hình của tôi sẽ bị đóng băng rất nhiều.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Chúng tôi chơi khi ăn tối, chúng tôi chơi ở Disneyland khi đang xếp hàng, chúng tôi chơi trong đêm chơi game gia đình.",0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"Vậy, đó là một điều mà tôi muốn bạn thay đổi để trò chơi có thể trở nên tốt hơn.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Chỉ có cung và nỏ, có lẽ bạn có thể có một khẩu AK-47, hoặc một khẩu súng bắn tỉa, thật sự bất cứ thứ gì chỉ cần là hãy thêm súng vào.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Ý tưởng thật tuyệt vời.,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Bạn thực sự phải chi tiền để chơi trò chơi này.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Nhưng tôi có một đề xuất, bạn có thể thêm tính năng kết bạn không?",0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Tôi thích những con cá heo và rùa nhưng họ có thể thêm một vài loài khác như có thể là gà tây hoặc công không?,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Tôi không nên phải lãng phí nó chỉ vì tôi phải đi làm hoặc học.,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Con zombie chỉ tấn công tôi nếu tôi đứng dưới nó.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Tôi đã mua tất cả các bộ bài phụ họ đã cung cấp và cố gắng nhận tất cả những bộ bài miễn phí khi họ đang cung cấp.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nó đi kèm với một lượng lớn bộ bài miễn phí và những bộ không miễn phí chỉ có giá 99 xu.,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tôi thích trò chơi này ban đầu nhưng càng chơi, nó càng trở nên vô lý và tốn kém hơn.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tiếp tục làm tốt nhé!,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Tôi cảm thấy rằng nên có những từ cấm đoán sẽ ngăn bạn tham gia các trò chơi trong một giờ nếu bạn sử dụng chúng nhiều hơn 5 lần.,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Rất nhiều người đang PHÀN NÀN về bản cập nhật mới hiển thị các vị trí xung quanh ở Little Rock!,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Tôi sẽ không lãng phí thời gian của mình để gửi email cho công ty vì tôi sẽ không nhận được câu trả lời.,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Dù sao thì tôi cũng đánh giá nó 2 sao vì ít ra chế độ chơi đơn cũng khá ổn định.,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Ngoại trừ việc nó không cho tôi kích hoạt nó.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Đây là một trò chơi tuyệt vời!,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"Khi tôi nhấn khôi phục giao dịch mua hàng, nó không khôi phục giao dịch đó.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quá trình xử lý của nó quá chậm và rất khó để giao tiếp rõ ràng với những người chơi khác.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ngoại trừ những lỗi/vấn đề đó, trò chơi thật tuyệt vời.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Chỉ mới 14 giờ và nó đã nói rằng tôi phải mua lại nó một lần nữa.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Nghiêm túc, tôi RẤT KHUYẾN NGHỊ Minecraft.",0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Đôi khi bạn không thể chơi trong vòng 2 giờ ngay lập tức.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Khi thông báo về pin xuất hiện, nó sẽ cho bạn ba giây sau đó và sau đó bạn có thể chơi.",0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ban đầu, nó cho phép bạn gửi và yêu cầu quà hàng ngày.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vấn đề chính mà tôi gặp phải là bị ngắt kết nối từ máy chủ hoặc ứng dụng bị lỗi.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"Và ngoài ra, mọi người đang tham gia vào trò chơi với tên gọi là ""tôi"" hoặc ""tớ"" để đánh bại Hệ thống.",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Như bạn có thể thấy, đây là một trò chơi rất hay.",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Tôi đã mua ứng dụng này từ lâu và không gặp bất kỳ vấn đề gì với nó.,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Không có lý giải nào khác ngoài sự tham ô tinh vi của tập đoàn.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Giả sử bạn tải skin này từ một trong những ứng dụng skin và bạn rất hào hứng về nó.,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Tại sao lại yêu cầu chúng tôi đánh giá trò chơi và viết nhận xét khi dường như những người tạo ra trò chơi còn không đọc chúng.,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"Với trò chơi Homescapes, tôi đang tận hưởng cảm giác thành công một lần nữa nhưng tôi giả định rằng điều đó cũng sẽ sớm kết thúc.",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Khi nào bạn mới lắng nghe?,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Rất thường xuyên, máy tính sẽ quay ra con số hoàn hảo để lách qua các khách sạn của bạn.",0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Hình ảnh cũng rất đẹp mắt.,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tổng thể, trò chơi đạt 4 điểm.",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Việc có thể mở rộng ra các cuộc trò chuyện riêng với mọi người trong máy chủ cũng sẽ thực sự tốt.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Trò chơi này thú vị ban đầu nhưng khi bạn leo rank cao hơn và cao hơn nữa thì bạn sẽ thường xuyên gặp phải những cấp độ khó.,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
(Và tôi sẽ thay đổi xếp hạng thành 5 sao nếu điều đó xảy ra ;) .),0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Các lần lắc xúc sắc dường như không ngẫu nhiên.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
hãy làm cho nó có thể chơi chéo!,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Bạn muốn tiến bộ nhanh hơn... hãy trả tiền.,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Ứng dụng ĐÓ đã hoạt động đúng.,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Đừng hiểu lầm, tôi thích trò chơi này, nhưng nó dường như hơi chậm.",0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Tôi sẽ luôn là một fan của Minecraft.,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Vui lòng sửa lại vì nó đã quảng cáo sai về một tính năng của trò chơi này.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Cũng không có cách nào để liên hệ hỗ trợ để thông báo về những vấn đề này hoặc yêu cầu hoàn tiền, vì trò chơi không hoạt động.",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Tôi đã gỡ bỏ trò chơi đáng thất vọng này...,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Ví dụ, sẽ thật tuyệt nếu tôi có thể tắt chủ đề Giáng Sinh, hoặc bật lại vào cuối tháng Mười nếu tôi đang có tâm trạng mùa Giáng sinh.",0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Đôi khi các bot sẽ nhặt lên và chơi thay cho người dùng bị ngắt kết nối nhưng đôi khi trò chơi lại bị hỏng.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Nhưng tôi có một lời phàn nàn.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Khi tôi truy cập vào Addons cho Minecraft PE, tôi đã thấy gói hành vi thú vị này có tên là Better Drops.",0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Đặt nó từ 1 đến 6 để những người chơi cũ như tôi có thể chơi game một cách tối ưu.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Nhấn Kết thúc lượt ở thời điểm này sẽ dừng trò chơi.,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
"Điều này bao gồm thông báo pop-up cho tin nhắn, email, cuộc gọi, ứng dụng khác, vân vân.",0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
"Các mặt hàng có giá từ 100 đồng xu (0.99 đô la) đến hơn 1,000 đồng xu (khoảng 20 đô la).",0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Tôi đã mua cả hai bảng khác, bảng tuyết và bảng thập kỷ 1930, tôi yêu tất cả chúng.",0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Số 1 sẽ trượt qua bất cứ thứ gì được phủ lên.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Đây là đánh giá chân thực của tôi về trò chơi.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Điều này cũng đảm bảo cơ hội nhận được một lá bài là công bằng.,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Bạn cũng có thể chọn nếu bạn muốn chơi với 1, 2, hoặc 3 kẻ mạo danh.",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Ý tưởng chính là khiến người chơi mua thêm các vật phẩm để chơi lâu hơn.,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"Dù sao, để tổng kết tất cả, trò chơi thật vui nhộn!!",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Các nhà phát triển Subway Surfer của bạn đã kiếm được nó!,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"Chết tiệt, tôi thật sự ghét những người như thế này.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Đây là một trò chơi rất gây nghiện và nhìn chung tôi sẽ khuyên bạn nên chơi nó.,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Tôi không cần phải thắng mọi lúc và mắc đủ lỗi để biết tại sao tôi đã thua.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Chúng tôi đã mua gói bổ sung dành cho người lớn (với giá $6!!!!),0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tôi đã thích trò chơi này và thấy nó thật thú vị và thư giãn.,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Lý do thứ hai: Trò chơi hầu như không cập nhật.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Mỗi lần tôi đóng một thứ gì đó thì lại xuất hiện QUẢNG CÁO!!!!!!!!!,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Tôi không thể thưởng thức những trò chơi mà tôi không thể chơi.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Trừ khi bạn chơi nó liên tục mà không rời mắt khỏi màn hình thì có thể mất vài tuần.,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Một số tác dụng phụ là avatar của tôi bị lỗi và giật lag.,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
"Vậy nên đấy, đó là tất cả.",0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"Trong trò chơi thực tế, bạn phải chơi trò khớp đôi và đặt đồ nội thất xuống.",0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"Tôi đã xóa và cài đặt lại, chỉ để phát hiện ra rằng các danh mục bổ sung đã mất và phải mua lại lần thứ hai.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Subway Surfers là một trò chơi về một cậu bé tên là Jake và những người bạn của cậu thường xuyên vẽ graffiti lên tàu và gây rắc rối.,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
"Tôi nhớ lại những ngày thơ ấu khi tôi còn ngồi trên ghế nhà trường tiểu học, lúc trò chơi này mới bắt đầu nổi tiếng.",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
"Để có thêm xu cho nhiều mạng sống hoặc bổ trợ, bạn phải trả rất nhiều tiền cho những gì bạn nhận được ít ỏi.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tôi không gặp bất kỳ vấn đề nào.,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Thường thì tôi chỉ bỏ cuộc và bắt đầu lại từ đầu tại thời điểm đó.,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"Tôi không biết nếu chỉ mình tôi thích như vậy nhưng tôi thật sự yêu âm nhạc nền trong trò chơi này, âm nhạc rất đẹp.",0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Một số cấp độ dường như không thể vượt qua nếu không có các vị thần RNG ban cho bạn hàng tấn nâng cấp.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Cuối cùng tôi cũng đã nhận được cách khắc phục, tôi may mắn đủ để chơi được cả một trận đấu mà không bị đứng hình, ngày đầu tiên ra mắt chắc chắn sẽ có những lỗi nhỏ!",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"Một số người thậm chí đã sử dụng cả cơ thể để lật điện thoại, điều này chỉ làm cho trò chơi trở nên thú vị hơn.",0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"Nếu họ không cẩn thận, điều này có thể trở thành một vụ kiện tập thể dựa trên số lượng phàn nàn và sự thiếu hỗ trợ.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Tôi đã sử dụng ứng dụng này với học sinh như một cách vui nhộn để xây dựng sự tự động hóa với tiền tố, gốc và hậu tố Latin trong nhiều năm.",0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sau đó, tôi nghĩ người chơi nên có thể sử dụng những đồng xu/những người ngoài hành tinh này để mua mũ hoặc trang phục.",0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Danh mục phim bom tấn rất rất khó đối với tôi.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chìa khóa là những thứ khó có được nhưng bạn có thể mua được rất nhiều thứ bằng chúng như trang phục và ván trượt.,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
và tôi không nghĩ rằng mọi người nên được phép rời phòng một khi trò chơi bắt đầu.,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
"Tôi vẫn thích trò chơi này đến ngày hôm nay, nếu bạn biết như tôi về lõi phản ứng nether và khi bạn có thể lồng xếp giáp sắt.",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Tôi đã chơi với những thiếu niên và họ không hiểu hầu hết các thông tin tham khảo.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Đặt chúng sang một bên và cho phép chúng tôi sử dụng chúng bất cứ lúc nào trong một cấp độ thay vì dùng tất cả cùng một lúc.,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Thích nhìn thấy các đoàn tàu màu sắc khác nhau, các toà nhà khác nhau, v.v.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Sự không hài lòng một mình đã đủ để đẩy tôi ra xa khỏi việc muốn chơi trò chơi hoàn toàn.,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Và tôi cũng từng có khoảng 70 tấm ván trượt, bây giờ tôi chỉ còn 41!",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Vui lòng thay đổi bộ bài bí ẩn mỗi tuần.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
"Giờ đây, điều này hoàn toàn có thể chỉ là do máy chủ hoặc một điều gì đó khác nên có thể điều này thậm chí không xảy ra.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
"Bạn có thể chọn một trò chơi có chức năng trò chuyện qua micro hoặc không, tùy vào sở thích cá nhân của bạn.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
"Bàn cờ vẫn đang di chuyển, nhưng tôi không nhận được tiền.",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Hình ảnh động xuyên suốt trò chơi thực sự xuất sắc.,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
:( Tổng thể thì trò chơi này khá tốt.,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
"Mặc dù phần email là lỗi của tôi, nhưng tại sao nó lại đăng xuất tôi ra?",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Tôi phải sử dụng chìa khóa.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Tôi thậm chí còn chú ý đến các bài đăng FB trong trò chơi của Austin và thích thú khi anh ấy có khách viếng thăm.,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Đó là lỗi của Microsoft vì họ chỉ muốn tiền mà không muốn đầu tư.,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ồ, tôi vẫn yêu trò chơi này!",0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Tôi rất đánh giá cao trò chơi này!,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
"Một lời phê bình cuối cùng là không giống như alpha và beta, chỉ có hai tùy chọn hiển thị làm cho thanh công cụ hot bar trở nên vô nghĩa: 5 và 6.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
#3: Mở khóa nhân vật và bảng điểm là cách khác để có thêm niềm vui trong trò chơi.,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
"Về lỗi, thật sự rất khó chịu.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Tôi biết rằng tôi đang sử dụng phần cứng cũ nhưng việc gặp phải nhiều vấn đề như thế này đối với một trò chơi đã từng chạy trơn tru trước đây thật sự làm tôi thất vọng.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
"Thí dụ, phải chờ 30 phút để có một mạng!",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tôi thực sự cảm thấy rất bực bội vì chúng ta phải chờ 30 phút để mỗi mạng trở lại.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Đây là một trò chơi được làm rất tốt và quảng bá rất tốt.,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
😉 Điều thứ hai là kết bạn với nhau.,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Một nơi để thoát khỏi những thực tế đôi khi khắc nghiệt của thế giới thực.,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
Nó không làm như vậy trước khi bản cập nhật tồi tệ này ra mắt.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
